CÓDIGO,AÑO,ENE,FEB.,MAR.,ABR.,MAY.,JUN.,JUL.,AGO.,SEP.,OCT.,NOV.,DIC.
574000-KWS,2018,0,0,0,10,24,7,13,2,8,0,0,0
574007-TWB,2018,0,0,0,0,11,3,8,5,7,0,0,0
574014-CWK,2018,0,1,0,0,0,0,0,0,0,0,0,0
574021-LWT,2018,0,0,0,0,23,26,13,10,23,0,0,0
574028-UWC,2018,0,0,0,0,0,0,0,0,5,0,0,0
574035-DWL,2018,0,0,0,0,0,0,0,3,6,0,0,0
574042-MWU,2018,0,0,1,10,27,0,0,0,0,0,0,0
574049-VXD,2018,0,0,0,0,0,0,0,0,2,0,0,0
574056-EXM,2018,0,0,0,0,0,0,3,7,2,0,0,0
574063-NXV,2018,0,0,0,0,0,0,1,35,4,0,0,0
574070-WXE,2018,0,0,0,0,0,0,0,13,12,0,0,0
574077-FXN,2018,0,0,0,0,0,0,0,0,2,0,0,0
574084-OXW,2018,0,0,0,0,0,0,5,9,2,0,0,0
574091-XXF,2018,0,0,0,0,0,0,0,2,5,0,0,0
574098-GXO,2018,0,0,0,0,0,0,0,0,6,0,0,0
574105-PXX,2018,0,0,0,0,0,0,19,10,16,0,0,0
574112-YXG,2018,0,0,0,0,0,0,0,0,3,0,0,0
574119-HXP,2018,0,0,0,0,0,0,0,0,1,0,0,0
574126-QXY,2018,0,0,0,0,0,0,0,0,6,0,0,0
574133-ZXH,2018,0,0,0,0,0,0,0,7,13,0,0,0
574140-IXQ,2018,0,0,0,0,0,0,0,0,8,0,0,0
574147-RXZ,2018,0,0,0,0,0,0,0,7,38,0,0,0
574154-AXI,2018,0,0,3,6,9,2,3,13,5,0,0,0
574161-JXR,2018,9,40,29,18,33,6,7,0,22,0,0,0
574168-SXA,2018,0,0,0,0,0,1,0,0,0,0,0,0
574182-KXS,2018,5,0,6,4,0,0,0,0,0,0,0,0
574196-CXK,2018,3,0,0,0,0,0,0,0,0,0,0,0
574203-LXT,2018,0,0,40,0,0,0,0,0,0,0,0,0
574210-UXC,2018,0,0,0,0,32,10,22,0,0,0,0,0
574231-VYD,2018,4,2,4,2,0,0,0,0,1,0,0,0
574238-EYM,2018,42,22,19,0,0,0,0,0,0,0,0,0
574245-NYV,2018,0,0,0,0,0,0,13,49,15,0,0,0
574252-WYE,2018,0,0,0,0,33,22,24,1,0,0,0,0
574259-FYN,2018,70,0,20,0,0,0,0,0,0,0,0,0
574266-OYW,2018,0,0,0,0,0,0,0,2,0,0,0,0
574273-XYF,2018,0,0,0,0,29,0,0,0,0,0,0,0
574280-GYO,2018,0,0,0,0,34,0,17,7,3,0,0,0
574287-PYX,2018,0,0,0,0,0,0,13,9,7,0,0,0
574294-YYG,2018,0,0,0,0,0,0,0,41,86,0,0,0
574301-HYP,2018,5,0,0,0,0,0,0,0,0,0,0,0
574308-QYY,2018,0,0,0,0,0,0,0,2,2,0,0,0
574315-ZYH,2018,0,0,0,0,0,0,0,0,29,0,0,0
574322-IYQ,2018,0,3,5,0,1,0,2,0,2,0,0,0
574329-RYZ,2018,0,0,0,0,0,0,0,0,10,0,0,0
574343-JYR,2018,0,0,0,0,6,27,34,22,28,0,0,0
574357-BYJ,2018,11,19,0,0,0,0,0,0,0,0,0,0
574364-KYS,2018,0,0,0,0,0,1,0,0,39,0,0,0
574371-TYB,2018,0,0,0,0,19,25,33,3,13,0,0,0
574378-CYK,2018,19,22,0,0,0,0,0,0,0,0,0,0
574392-UYC,2018,47,5,0,0,2,0,0,0,0,0,0,0
574399-DYL,2018,13,0,0,0,0,0,0,0,0,0,0,0
574413-VZD,2018,0,0,0,0,0,0,0,1,0,0,0,0
574420-EZM,2018,0,0,0,1,0,0,0,0,0,0,0,0
574427-NZV,2018,24,12,60,26,50,28,33,0,22,0,0,0
574434-WZE,2018,0,0,0,1,0,0,0,0,0,0,0,0
574441-FZN,2018,0,0,0,34,10,9,6,0,0,0,0,0
574455-XZF,2018,0,0,1,0,0,0,0,0,0,0,0,0
574469-PZX,2018,5,0,0,10,0,0,0,0,0,0,0,0
574476-YZG,2018,9,0,0,0,0,0,2,2,1,0,0,0
574490-QZY,2018,1,0,0,0,0,0,1,1,0,0,0,0
574497-ZZH,2018,3,0,0,0,0,0,0,0,0,0,0,0
574504-IZQ,2018,16,2,1,0,0,0,1,0,0,0,0,0
574518-AZI,2018,0,0,1,0,0,0,0,0,0,0,0,0
574525-JZR,2018,0,0,0,7,1,2,1,1,1,0,0,0
574532-SZA,2018,5,1,0,0,0,0,0,0,1,0,0,0
574539-BZJ,2018,3,0,1,0,0,0,1,6,9,0,0,0
574546-KZS,2018,0,0,0,0,0,0,0,0,39,0,0,0
574553-TZB,2018,2,0,0,0,4,3,1,1,3,0,0,0
574560-CZK,2018,0,18,0,0,0,0,0,0,0,0,0,0
574567-LZT,2018,20,16,0,0,0,0,0,0,0,0,0,0
574574-UZC,2018,0,0,0,0,55,38,35,75,19,0,0,0
574581-DZL,2018,0,0,0,0,0,0,0,0,44,0,0,0
659874-EAM,2018,0,6,0,0,0,0,0,0,0,0,0,0
659879-NAV,2018,0,19,3,0,0,0,1,1,0,0,0,0
659884-WAE,2018,0,0,0,0,0,0,60,1,0,0,0,0
659889-FAN,2018,0,0,96,0,0,0,0,0,0,0,0,0
659894-OAW,2018,86,34,4,1,0,2,0,0,0,0,0,0
659924-QAY,2018,17,0,1,0,0,0,0,0,0,0,0,0
659929-ZAH,2018,2,0,0,0,5,1,5,9,18,0,0,0
659934-IAQ,2018,0,0,1,0,0,0,0,0,0,0,0,0
659939-RAZ,2018,16,25,2,4,1,1,2,0,0,0,0,0
659944-AAI,2018,0,0,0,0,0,0,0,22,9,0,0,0
659949-JAR,2018,0,1,0,0,0,0,0,0,0,0,0,0
659959-BAJ,2018,1,0,0,0,0,0,0,0,0,0,0,0
659964-KAS,2018,5,1,0,0,0,0,0,0,0,0,0,0
659974-CAK,2018,1,0,0,0,0,0,0,0,0,0,0,0
659979-LAT,2018,0,0,0,1,1,0,0,0,0,0,0,0
659984-UAC,2018,20,0,0,0,0,0,0,0,0,0,0,0
659989-DAL,2018,0,0,94,9,4,0,0,0,0,0,0,0
659994-MAU,2018,7,0,0,0,0,0,0,0,0,0,0,0
660014-WBE,2018,1,0,2,0,0,3,0,0,0,0,0,0
660024-OBW,2018,0,0,0,0,1,0,0,0,0,0,0,0
660034-GBO,2018,1,0,0,0,0,0,0,0,0,0,0,0
660049-HBP,2018,1,0,0,0,0,1,0,0,0,0,0,0
660054-QBY,2018,2,0,1,0,1,0,1,0,0,0,0,0
660059-ZBH,2018,0,0,4,6,8,4,1,0,0,0,0,0
660064-IBQ,2018,0,0,2,0,0,0,4,1,0,0,0,0
660069-RBZ,2018,3,0,0,0,0,0,0,0,0,0,0,0
660094-KBS,2018,0,0,0,0,0,0,1,0,0,0,0,0
660099-TBB,2018,0,0,0,1,0,1,3,0,0,0,0,0
660119-DBL,2018,10,6,8,3,7,4,3,0,2,0,0,0
660124-MBU,2018,16,21,11,0,2,0,0,1,0,0,0,0
660129-VBD,2018,0,1,0,0,0,0,0,0,0,0,0,0
660134-ECM,2018,0,0,0,5,14,9,1,0,0,0,0,0
660139-NCV,2018,17,0,0,0,0,0,0,0,0,0,0,0
660144-WCE,2018,20,17,8,42,8,0,0,0,0,0,0,0
660149-FCN,2018,0,0,0,0,123,36,23,1,0,0,0,0
660159-XCF,2018,3,0,0,0,0,0,0,0,0,0,0,0
660164-GCO,2018,0,0,0,1,0,0,0,0,0,0,0,0
660169-PCX,2018,3,0,0,0,1,0,0,0,0,0,0,0
660174-YCG,2018,2,0,0,0,0,0,0,0,0,0,0,0
660179-HCP,2018,1,0,0,0,3,1,1,0,0,0,0,0
660184-QCY,2018,2,0,0,0,0,0,0,0,0,0,0,0
660194-ICQ,2018,1,0,0,0,1,0,0,0,0,0,0,0
660204-ACI,2018,0,0,0,0,0,0,0,0,1,0,0,0
660209-JCR,2018,3,2,2,1,1,1,0,0,0,0,0,0
660214-SCA,2018,0,0,5,89,34,21,0,0,0,0,0,0
660219-BCJ,2018,2,2,0,0,0,0,0,0,0,0,0,0
660224-KCS,2018,4,2,0,0,0,1,1,0,0,0,0,0
660229-TCB,2018,3,0,3,3,0,1,0,0,0,0,0,0
660239-LCT,2018,3,3,0,0,3,0,1,1,0,0,0,0
660249-DCL,2018,12,3,14,5,4,0,0,0,0,0,0,0
660254-MCU,2018,57,39,7,4,1,0,0,0,0,0,0,0
660269-NDV,2018,0,0,0,1,0,0,0,0,0,0,0,0
660274-WDE,2018,0,0,5,18,13,0,5,1,0,0,0,0
660284-ODW,2018,0,1,0,0,0,0,0,0,0,0,0,0
660289-XDF,2018,0,0,13,19,13,3,13,14,15,0,0,0
660299-PDX,2018,5,0,0,0,0,0,0,0,0,0,0,0
660309-HDP,2018,7,10,11,0,1,1,0,0,0,0,0,0
660314-QDY,2018,0,0,0,0,0,0,0,1,3,0,0,0
660324-IDQ,2018,0,0,6,5,10,1,1,0,0,0,0,0
660329-RDZ,2018,1,0,0,0,0,0,0,0,0,0,0,0
660334-ADI,2018,7,24,6,0,0,0,0,0,0,0,0,0
660349-BDJ,2018,3,0,3,0,0,0,0,2,1,0,0,0
660354-KDS,2018,3,1,0,0,0,0,0,0,0,0,0,0
660359-TDB,2018,1,0,0,0,0,0,0,0,0,0,0,0
660364-CDK,2018,106,154,57,31,12,1,0,0,0,0,0,0
660374-UDC,2018,111,13,0,0,0,1,0,0,0,0,0,0
660384-MDU,2018,8,9,5,21,13,4,1,0,0,0,0,0
660389-VED,2018,2,0,0,0,0,2,0,0,0,0,0,0
660394-EEM,2018,1,1,0,1,0,0,0,0,0,0,0,0
660399-NEV,2018,1,0,1,1,1,9,5,0,0,0,0,0
660414-OEW,2018,1,0,1,0,0,0,0,0,0,0,0,0
660429-PEX,2018,6,1,4,0,0,0,0,0,0,0,0,0
660434-YEG,2018,6,0,1,0,0,0,0,0,0,0,0,0
660439-HEP,2018,5,45,18,0,0,0,10,15,2,0,0,0
660444-QEY,2018,0,0,0,3,0,3,0,0,0,0,0,0
660454-IEQ,2018,10,5,0,0,0,0,0,0,0,0,0,0
660459-REZ,2018,5,0,1,0,0,0,0,0,0,0,0,0
660489-TEB,2018,15,1,0,0,0,0,0,0,0,0,0,0
660499-LET,2018,2,0,0,0,0,0,0,0,1,0,0,0
660514-MEU,2018,2,6,0,4,5,6,14,5,1,0,0,0
660524-EFM,2018,2,0,0,0,0,0,0,0,0,0,0,0
660529-NFV,2018,42,1,12,42,11,7,5,0,5,0,0,0
660544-OFW,2018,19,1,0,0,0,0,0,0,0,0,0,0
660549-XFF,2018,0,0,0,0,0,0,0,0,4,0,0,0
660554-GFO,2018,0,0,0,13,3,0,0,4,18,0,0,0
660559-PFX,2018,0,0,0,0,0,0,0,29,10,0,0,0
660574-QFY,2018,0,0,0,0,0,0,0,0,6,0,0,0
660579-ZFH,2018,7,3,2,2,4,4,1,0,0,0,0,0
660584-IFQ,2018,2,0,0,0,0,0,0,0,0,0,0,0
660599-JFR,2018,1,1,1,1,1,0,1,0,0,0,0,0
660609-BFJ,2018,0,1,2,2,0,2,0,0,0,0,0,0
660614-KFS,2018,2,0,0,2,0,0,1,1,0,0,0,0
660624-CFK,2018,2,2,0,0,0,0,0,0,0,0,0,0
660629-LFT,2018,7,0,0,1,0,0,0,0,0,0,0,0
660639-DFL,2018,1,0,0,0,0,0,0,0,0,0,0,0
660644-MFU,2018,3,0,0,0,0,0,0,0,0,0,0,0
660649-VGD,2018,0,0,0,0,0,4,0,0,0,0,0,0
660669-FGN,2018,0,0,0,0,5,48,73,0,0,0,0,0
660674-OGW,2018,0,0,0,88,1,0,3,9,26,0,0,0
660679-XGF,2018,0,0,0,36,6,0,0,0,21,0,0,0
660694-YGG,2018,5,0,0,0,0,0,0,0,0,0,0,0
660699-HGP,2018,29,10,17,36,0,7,0,1,1,0,0,0
660709-ZGH,2018,82,5,4,2,3,0,3,0,0,0,0,0
660714-IGQ,2018,2,1,2,2,5,1,1,4,0,0,0,0
660719-RGZ,2018,0,1,2,1,0,2,0,3,0,0,0,0
660724-AGI,2018,2,6,5,5,9,2,0,0,0,0,0,0
660729-JGR,2018,112,5,45,16,6,21,11,0,0,0,0,0
660734-SGA,2018,1,16,0,0,113,0,0,0,0,0,0,0
660749-TGB,2018,5,9,10,12,2,1,4,0,0,0,0,0
660754-CGK,2018,19,2,0,9,7,3,6,18,4,0,0,0
660759-LGT,2018,3,4,1,0,0,0,0,0,0,0,0,0
660764-UGC,2018,20,18,5,4,12,10,4,1,0,0,0,0
660769-DGL,2018,0,0,0,0,0,12,4,25,16,0,0,0
660774-MHU,2018,0,0,0,113,0,0,0,0,0,0,0,0
660779-VHD,2018,3,0,0,0,0,0,0,0,0,0,0,0
660789-NHV,2018,0,0,4,0,0,0,0,0,0,0,0,0
660794-WHE,2018,0,21,13,6,18,17,33,7,5,0,0,0
660799-FHN,2018,1,0,0,0,0,0,0,0,0,0,0,0
660814-GHO,2018,11,1,7,6,10,8,10,6,3,0,0,0
660819-PHX,2018,2,0,0,0,0,0,0,0,0,0,0,0
660824-YHG,2018,3,3,0,1,0,0,0,0,0,0,0,0
660829-HHP,2018,6,4,2,1,0,0,0,0,0,0,0,0
660839-ZHH,2018,45,18,24,1,5,4,1,0,1,0,0,0
660849-RHZ,2018,2,0,0,0,0,0,0,0,0,0,0,0
660854-AHI,2018,0,0,12,8,10,8,2,1,4,0,0,0
660859-JHR,2018,0,0,8,13,6,17,0,1,6,0,0,0
660864-SHA,2018,0,0,1,0,0,0,0,0,0,0,0,0
660869-BHJ,2018,1,0,0,1,1,1,1,2,2,0,0,0
660874-KHS,2018,0,1,0,0,0,0,0,0,0,0,0,0
660889-LHT,2018,0,0,7,3,11,2,1,8,5,0,0,0
660894-UHC,2018,3,5,3,4,1,0,1,0,0,0,0,0
660904-MIU,2018,8,6,3,2,9,1,0,0,0,0,0,0
660909-VID,2018,5,0,0,1,0,0,0,0,0,0,0,0
660914-EIM,2018,5,17,4,1,0,0,0,0,0,0,0,0
660919-NIV,2018,1,0,0,0,1,1,0,0,0,0,0,0
660924-WIE,2018,0,1,0,0,0,0,0,0,0,0,0,0
660929-FIN,2018,3,14,6,3,10,4,4,7,7,0,0,0
660944-GIO,2018,0,0,6,9,27,0,0,0,0,0,0,0
660949-PIX,2018,0,13,15,2,1,0,5,1,0,0,0,0
660954-YIG,2018,45,29,13,10,13,15,3,2,1,0,0,0
660959-HIP,2018,5,0,0,0,1,0,0,0,0,0,0,0
660974-IIQ,2018,0,2,3,2,1,1,0,0,0,0,0,0
660979-RIZ,2018,0,4,5,2,1,3,1,0,0,0,0,0
660984-AII,2018,0,0,0,2,1,0,0,0,0,0,0,0
660994-SIA,2018,33,5,3,5,1,0,0,0,0,0,0,0
660999-BIJ,2018,1,1,0,0,0,5,4,3,0,0,0,0
661004-KIS,2018,0,0,0,0,0,1,0,0,0,0,0,0
661009-TIB,2018,0,1,0,1,0,0,0,0,0,0,0,0
661014-CIK,2018,0,0,1,0,0,0,0,0,0,0,0,0
661024-UIC,2018,3,4,11,3,5,3,1,0,0,0,0,0
661034-MJU,2018,0,0,0,0,0,1,0,0,0,0,0,0
661059-FJN,2018,2,0,0,0,0,0,0,0,0,0,0,0
661064-OJW,2018,4,0,2,0,1,2,5,3,2,0,0,0
661069-XJF,2018,0,0,0,2,7,3,6,0,0,0,0,0
661079-PJX,2018,1,0,0,0,0,0,0,0,0,0,0,0
661084-YJG,2018,6,1,2,3,0,3,1,5,1,0,0,0
661089-HJP,2018,0,0,1,9,14,5,2,7,1,0,0,0
661094-QJY,2018,3,0,0,0,0,0,0,0,0,0,0,0
661104-IJQ,2018,0,0,0,108,0,0,0,0,0,0,0,0
661109-RJZ,2018,3,1,0,0,0,0,0,0,0,0,0,0
661114-AJI,2018,0,0,0,1,0,0,0,0,0,0,0,0
661119-JJR,2018,1,0,0,0,0,0,0,0,0,0,0,0
661124-SJA,2018,10,1,8,0,2,0,0,0,0,0,0,0
661134-KJS,2018,5,1,0,1,0,1,1,0,0,0,0,0
661149-LJT,2018,3,0,0,0,0,0,0,0,0,0,0,0
661154-UJC,2018,0,0,7,36,5,2,0,0,0,0,0,0
661164-MKU,2018,0,0,0,1,0,0,0,0,0,0,0,0
661169-VKD,2018,0,0,6,4,0,0,0,0,0,0,0,0
661174-EKM,2018,0,0,0,3,6,4,16,0,0,0,0,0
661179-NKV,2018,7,0,0,0,0,0,0,0,0,0,0,0
661184-WKE,2018,1,0,0,0,0,0,0,0,0,0,0,0
661194-OKW,2018,1,0,0,0,0,0,0,0,0,0,0,0
661204-GKO,2018,0,34,27,0,0,0,0,40,6,0,0,0
661209-PKX,2018,6,2,0,0,0,0,0,0,0,0,0,0
661214-YKG,2018,0,0,70,41,0,0,0,0,0,0,0,0
661219-HKP,2018,44,28,12,42,6,8,28,6,5,0,0,0
661224-QKY,2018,10,11,7,0,0,0,0,0,0,0,0,0
661239-RKZ,2018,3,0,0,1,0,1,0,0,0,0,0,0
661244-AKI,2018,0,0,0,0,0,1,0,0,0,0,0,0
661254-SKA,2018,16,5,4,2,3,1,2,0,0,0,0,0
661259-BKJ,2018,6,5,2,4,0,3,2,1,0,0,0,0
661264-KKS,2018,2,0,3,2,0,0,0,0,0,0,0,0
661269-TKB,2018,2,9,3,1,1,0,0,0,0,0,0,0
661274-CKK,2018,1,0,0,0,0,0,0,0,0,0,0,0
661279-LKT,2018,1,2,2,1,0,2,6,0,1,0,0,0
661284-UKC,2018,32,13,9,0,0,0,0,0,0,0,0,0
661289-DLL,2018,8,0,0,1,0,0,0,0,0,0,0,0
661294-MLU,2018,0,0,0,0,2,0,0,1,0,0,0,0
661299-VLD,2018,1,2,0,0,0,0,0,0,0,0,0,0
661309-NLV,2018,0,0,0,14,26,5,7,9,2,0,0,0
661314-WLE,2018,0,0,0,0,60,30,4,0,0,0,0,0
661319-FLN,2018,82,3,75,27,15,15,8,0,0,0,0,0
661329-XLF,2018,1,2,3,1,0,2,0,0,0,0,0,0
661334-GLO,2018,0,0,107,0,0,0,0,0,0,0,0,0
661339-PLX,2018,1,0,1,0,0,0,0,0,0,0,0,0
661349-HLP,2018,1,0,0,0,0,0,0,0,0,0,0,0
661354-QLY,2018,0,0,0,0,0,0,0,1,0,0,0,0
661364-ILQ,2018,2,0,1,0,0,0,0,0,0,0,0,0
661369-RLZ,2018,0,2,7,2,6,6,3,0,0,0,0,0
661374-ALI,2018,5,2,4,3,5,2,0,4,4,0,0,0
661379-JLR,2018,0,0,0,14,8,0,0,0,0,0,0,0
661384-SLA,2018,2,0,0,0,0,0,0,0,0,0,0,0
661389-BLJ,2018,0,0,0,0,2,4,11,16,6,0,0,0
661394-KLS,2018,0,0,0,0,0,10,16,8,0,0,0,0
661399-TLB,2018,0,0,0,0,0,0,3,1,0,0,0,0
661404-CLK,2018,0,0,0,0,0,0,0,9,4,0,0,0
661414-ULC,2018,1,0,0,0,0,0,0,0,0,0,0,0
661419-DML,2018,2,0,0,1,0,1,0,0,0,0,0,0
661429-VMD,2018,0,1,0,1,0,1,0,0,0,0,0,0
661434-EMM,2018,1,0,0,0,0,0,0,0,0,0,0,0
661454-OMW,2018,0,0,0,0,0,0,0,0,12,0,0,0
661469-PMX,2018,5,0,0,0,0,0,0,0,0,0,0,0
661479-HMP,2018,11,6,2,37,0,0,2,1,1,0,0,0
661484-QMY,2018,0,3,0,0,0,0,0,0,0,0,0,0
661489-ZMH,2018,0,0,0,3,19,2,8,0,0,0,0,0
661494-IMQ,2018,0,0,0,0,0,2,2,1,0,0,0,0
661504-AMI,2018,2,0,0,0,0,0,0,0,0,0,0,0
661509-JMR,2018,47,53,6,3,1,2,4,0,0,0,0,0
661514-SMA,2018,0,0,58,3,0,0,0,0,0,0,0,0
661519-BMJ,2018,0,114,11,0,0,0,0,0,0,0,0,0
661524-KMS,2018,26,3,1,0,0,0,0,0,0,0,0,0
661529-TMB,2018,1,0,0,1,0,0,0,0,0,0,0,0
661534-CMK,2018,12,17,7,3,3,0,0,0,1,0,0,0
661539-LMT,2018,5,3,1,0,0,0,0,0,0,0,0,0
661544-UNC,2018,40,0,7,14,12,11,0,0,0,0,0,0
661554-MNU,2018,0,0,0,0,0,0,0,1,23,0,0,0
661564-ENM,2018,0,0,17,11,11,11,0,0,0,0,0,0
661569-NNV,2018,9,11,6,0,0,1,0,0,0,0,0,0
661574-WNE,2018,5,14,11,7,11,1,15,7,14,0,0,0
661579-FNN,2018,5,7,15,4,8,4,2,3,4,0,0,0
661584-ONW,2018,0,3,0,0,1,1,4,0,0,0,0,0
661589-XNF,2018,9,2,0,0,0,0,0,0,0,0,0,0
661594-GNO,2018,26,0,0,0,0,0,0,0,0,0,0,0
661599-PNX,2018,27,2,0,0,0,0,0,0,0,0,0,0
661604-YNG,2018,5,9,9,13,0,10,1,0,0,0,0,0
661609-HNP,2018,0,2,1,0,4,2,5,0,2,0,0,0
661614-QNY,2018,0,0,29,22,12,16,5,0,0,0,0,0
661619-ZNH,2018,0,0,0,0,0,0,0,0,7,0,0,0
661624-INQ,2018,0,22,0,0,0,0,0,0,0,0,0,0
661629-RNZ,2018,0,0,0,0,0,0,9,11,8,0,0,0
661634-ANI,2018,0,0,0,0,0,0,0,12,18,0,0,0
661639-JNR,2018,0,55,25,5,1,0,0,0,0,0,0,0
661644-SNA,2018,0,2,29,8,8,1,0,0,0,0,0,0
661649-BNJ,2018,26,14,2,0,0,0,0,0,0,0,0,0
661654-KNS,2018,0,0,0,0,0,0,0,0,34,0,0,0
661659-TNB,2018,0,0,0,0,0,0,0,0,4,0,0,0
661664-CNK,2018,0,0,0,0,0,0,0,3,11,0,0,0
661669-LNT,2018,0,1,19,5,1,0,0,0,0,0,0,0
661674-UOC,2018,4,0,1,0,0,0,0,0,0,0,0,0
661679-DOL,2018,14,8,0,0,0,0,0,0,0,0,0,0
661684-MOU,2018,6,23,5,0,0,0,0,0,0,0,0,0
661689-VOD,2018,19,3,0,0,0,0,0,0,0,0,0,0
661694-EOM,2018,0,0,0,0,0,0,0,0,16,0,0,0
661699-NOV,2018,0,1,7,1,0,2,0,0,2,0,0,0
661704-WOE,2018,2,0,1,0,0,0,0,0,0,0,0,0
661709-FON,2018,0,0,0,0,0,0,41,26,0,0,0,0
661714-OOW,2018,0,0,0,0,0,0,23,4,0,0,0,0
661719-XOF,2018,1,34,7,0,0,0,0,0,0,0,0,0
661724-GOO,2018,4,7,8,2,0,0,0,0,0,0,0,0
661729-POX,2018,5,16,6,1,0,0,1,0,0,0,0,0
661734-YOG,2018,0,20,26,16,6,1,1,0,1,0,0,0
661739-HOP,2018,3,0,0,0,0,1,0,0,0,0,0,0
661744-QOY,2018,0,0,0,0,0,0,0,0,16,0,0,0
661759-ROZ,2018,0,0,0,0,0,0,3,10,4,0,0,0
661764-AOI,2018,19,18,0,0,0,0,0,0,0,0,0,0
661769-JOR,2018,19,0,0,0,0,0,0,0,0,0,0,0
661774-SOA,2018,0,0,0,0,0,0,0,5,7,0,0,0
661779-BOJ,2018,0,0,0,0,60,67,0,0,0,0,0,0
661789-TOB,2018,0,2,0,0,0,0,0,0,0,0,0,0
661794-COK,2018,6,0,0,0,0,0,0,0,0,0,0,0
661799-LOT,2018,49,6,23,34,44,15,31,5,1,0,0,0
661809-DPL,2018,0,0,0,8,35,3,22,9,3,0,0,0
661814-MPU,2018,20,8,2,1,1,0,2,1,2,0,0,0
661819-VPD,2018,13,11,0,0,0,0,0,0,0,0,0,0
661824-EPM,2018,0,0,28,9,0,3,0,0,0,0,0,0
661829-NPV,2018,0,0,0,2,0,1,3,4,11,0,0,0
661834-WPE,2018,0,0,0,22,1,0,0,0,0,0,0,0
661839-FPN,2018,3,4,4,2,1,1,2,0,0,0,0,0
661844-OPW,2018,1,0,0,0,0,0,0,0,0,0,0,0
661854-GPO,2018,0,0,0,0,0,0,0,1,0,0,0,0
661859-PPX,2018,0,0,1,0,20,2,0,0,0,0,0,0
661864-YPG,2018,0,0,0,0,0,0,0,0,39,0,0,0
661869-HPP,2018,0,0,0,0,60,33,0,0,0,0,0,0
661874-QPY,2018,0,0,0,0,3,13,12,11,18,0,0,0
661879-ZPH,2018,0,0,0,29,24,8,7,16,10,0,0,0
661889-RPZ,2018,0,0,20,5,8,4,9,10,14,0,0,0
661894-API,2018,0,0,0,0,0,0,13,11,4,0,0,0
661899-JPR,2018,0,0,0,0,0,0,0,3,0,0,0,0
661904-SPA,2018,0,21,0,0,0,0,0,0,0,0,0,0
661909-BPJ,2018,2,0,0,0,0,0,0,0,0,0,0,0
661914-KPS,2018,23,14,0,0,0,0,0,0,0,0,0,0
661939-DQL,2018,1,0,0,0,0,0,0,0,0,0,0,0
661944-MQU,2018,0,0,0,0,0,0,0,0,2,0,0,0
661949-VQD,2018,0,0,44,17,0,0,0,0,0,0,0,0
661954-EQM,2018,0,0,0,35,33,31,9,3,0,0,0,0
661959-NQV,2018,0,0,4,10,13,0,6,18,12,0,0,0
661964-WQE,2018,0,0,0,22,20,0,0,0,0,0,0,0
661969-FQN,2018,0,0,0,0,0,1,8,19,11,0,0,0
661974-OQW,2018,0,0,1,23,5,3,1,0,0,0,0,0
661979-XQF,2018,0,0,0,0,0,0,0,32,0,0,0,0
661984-GQO,2018,0,0,0,0,0,0,8,21,12,0,0,0
661999-HQP,2018,0,0,0,0,2,0,0,0,0,0,0,0
662004-QQY,2018,0,0,0,0,14,0,0,0,0,0,0,0
662024-AQI,2018,0,0,0,0,0,0,0,4,5,0,0,0
662029-JQR,2018,0,0,0,0,0,0,0,16,8,0,0,0
662034-SQA,2018,0,0,0,9,7,2,1,4,1,0,0,0
662039-BQJ,2018,0,0,0,2,14,2,8,0,0,0,0,0
662044-KQS,2018,0,0,0,0,0,0,0,4,6,0,0,0
662049-TQB,2018,0,0,0,0,5,6,8,1,4,0,0,0
662054-CQK,2018,0,0,0,0,0,0,0,1,8,0,0,0
662059-LRT,2018,0,0,0,0,0,0,0,8,12,0,0,0
662064-URC,2018,0,0,20,6,0,4,0,0,0,0,0,0
662069-DRL,2018,0,0,0,0,23,3,0,0,0,0,0,0
662074-MRU,2018,0,0,0,0,0,0,0,0,5,0,0,0
662079-VRD,2018,0,0,0,0,0,0,0,4,4,0,0,0
662084-ERM,2018,0,0,0,0,0,0,0,6,5,0,0,0
662089-NRV,2018,0,0,0,0,0,0,0,2,10,0,0,0
662094-WRE,2018,0,0,0,0,0,0,0,0,5,0,0,0
662099-FRN,2018,0,0,0,0,0,0,0,11,16,0,0,0
662104-ORW,2018,0,0,0,11,3,3,0,0,0,0,0,0
662109-XRF,2018,0,0,0,0,0,0,0,0,2,0,0,0
662114-GRO,2018,0,0,0,0,0,0,0,0,19,0,0,0
662119-PRX,2018,0,0,0,0,0,0,0,5,7,0,0,0
662124-YRG,2018,0,0,0,0,0,0,0,1,5,0,0,0
662129-HRP,2018,0,0,0,0,0,0,0,10,2,0,0,0
662134-QRY,2018,0,0,0,0,0,0,0,23,12,0,0,0
662139-ZRH,2018,0,0,0,0,0,0,0,0,2,0,0,0
662144-IRQ,2018,0,0,0,0,0,0,0,0,3,0,0,0
662154-ARI,2018,6,2,0,0,0,0,0,0,0,0,0,0
662159-JRR,2018,0,0,0,0,0,0,0,1,46,0,0,0
662164-SRA,2018,0,0,0,0,3,0,0,0,0,0,0,0
662169-BRJ,2018,13,2,1,0,0,0,0,0,0,0,0,0
662174-KRS,2018,0,0,0,0,20,10,4,0,0,0,0,0
662184-CRK,2018,0,0,0,0,0,0,0,34,4,0,0,0
662189-LST,2018,12,4,2,0,0,0,0,0,0,0,0,0
662194-USC,2018,1,0,1,0,2,4,4,2,3,0,0,0
